,project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,AssertionRoulette,EagerTest,LazyTest,MysteryGuest,SensitiveEquality,ResourceOptimism,ForTestersOnly,IndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WCM_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WCM_test,NOA_test,NOPA_test,NOP_test,McCABE_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
13,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/UnsafeMergeRulesetNodesTest.java,com.google.common.css.compiler.passes.UnsafeMergeRulesetNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/UnsafeMergeRulesetNodes.java,com.google.common.css.compiler.passes.UnsafeMergeRulesetNodes,0.0,58.0,0.13043478260869565,True,True,False,False,False,False,False,False,500,4001.910377304848,44,17,35,35,7,6,33,30,3,10,0.07142857142857142,1,0.12698412698412698,0,0,0.0,9,7,0,4,33,98,376.1805330249107,20,14,17,17,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,6,False,False,False,False,False,True,False,True,0.6162853879587991,0.5230509638786316
14,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/WarnOnCustomPropertyTest.java,com.google.common.css.compiler.passes.WarnOnCustomPropertyTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/WarnOnCustomProperty.java,com.google.common.css.compiler.passes.WarnOnCustomProperty,0.6666666666666666,36.0,1.0,False,False,False,False,False,False,False,False,78,488.8149500718444,12,7,8,8,5,3,2,0,4,4,0.3333333333333333,0,0.4,0,0,0.0,4,5,0,3,8,45,165.13015367929313,7,4,4,4,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,5,False,False,False,False,False,False,False,False,0.6751277595758438,0.7133746147155762
15,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/LocationBoundingVisitorTest.java,com.google.common.css.compiler.passes.LocationBoundingVisitorTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/LocationBoundingVisitor.java,com.google.common.css.compiler.passes.LocationBoundingVisitor,0.8181818181818182,77.0,1.0,True,False,False,False,False,False,False,True,95,795.7327646704521,20,5,17,17,1,1,2,1,1,1,-1.0,1,0.6666666666666666,0,0,0.0,3,1,0,1,10,160,783.0080674873902,44,13,38,38,1,1,15,15,0,0,-0.5,5,0.16666666666666666,0,0,0.0,6,1,0,1,16,False,False,False,False,False,False,False,True,0.47417617837588,0.5877130714555582
16,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CheckMissingRequireTest.java,com.google.common.css.compiler.passes.CheckMissingRequireTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CheckMissingRequire.java,com.google.common.css.compiler.passes.CheckMissingRequire,0.625,344.0,0.9397590361445785,False,False,False,False,False,False,False,False,210,1344.0651200285574,60,20,53,53,9,6,10,0,11,13,0.4666666666666667,0,0.3333333333333333,0,0,0.0,7,9,0,9,21,291,907.2857828038033,91,10,81,81,0,0,45,45,0,9,0.0,0,0.0,0,0,0.0,10,0,0,0,27,False,False,False,False,False,True,False,True,0.5318349727562496,0.5938756287097929
17,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/AutoExpandBrowserPrefixTest.java,com.google.common.css.compiler.passes.AutoExpandBrowserPrefixTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/AutoExpandBrowserPrefix.java,com.google.common.css.compiler.passes.AutoExpandBrowserPrefix,0.7201086956521741,368.0,0.8811881188118812,False,False,False,False,False,False,False,True,233,1817.7059906515146,89,12,79,79,3,3,39,33,6,12,0.08333333333333333,4,0.26666666666666666,0,0,0.0,10,3,0,3,34,148,730.0802071716748,23,4,15,15,0,0,28,28,0,0,-0.3333333333333333,0,0.0,0,0,0.0,8,0,0,0,8,False,False,False,False,False,True,False,True,0.5330267388373613,0.834447406232357
18,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ResolveCustomFunctionNodesTest.java,com.google.common.css.compiler.passes.ResolveCustomFunctionNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ResolveCustomFunctionNodes.java,com.google.common.css.compiler.passes.ResolveCustomFunctionNodes,0.4714285714285714,140.0,0.7272727272727273,False,False,False,False,True,False,False,True,191,1356.751360900063,29,17,23,23,5,5,1,0,14,14,0.9,0,0.6333333333333333,0,0,0.0,6,5,0,4,15,117,529.3339074912084,52,10,40,40,1,1,65,64,1,2,-0.16363636363636366,10,0.16666666666666666,0,0,0.0,12,1,0,0,23,False,False,False,False,False,True,False,True,0.7937026172876358,0.7636118556062379
19,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/DelegatingVisitorTest.java,com.google.common.css.compiler.passes.DelegatingVisitorTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/DelegatingVisitor.java,com.google.common.css.compiler.passes.DelegatingVisitor,0.41935483870967744,62.0,0.75,False,True,False,False,False,False,False,False,82,722.2311857395482,20,8,16,16,0,0,6,6,0,2,-0.3333333333333333,0,0.0,0,0,0.0,4,0,0,0,17,72,326.0974331521512,7,9,6,6,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,2,False,False,False,False,False,False,False,False,0.6834327653050423,0.7585654258728027
20,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/LoopVariableReplacementPassTest.java,com.google.common.css.compiler.passes.LoopVariableReplacementPassTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/LoopVariableReplacementPass.java,com.google.common.css.compiler.passes.LoopVariableReplacementPass,0.6771428571428572,350.0,0.8360655737704918,False,False,False,False,False,False,False,False,179,1126.4569811652955,64,16,52,52,6,5,44,22,22,29,0.3272727272727273,1,0.2638888888888889,0,0,0.0,12,6,0,6,34,99,392.78312030575455,45,6,37,37,1,1,7,0,21,28,1.0,1,0.875,0,0,0.0,8,1,0,1,15,False,False,False,False,False,True,False,True,0.5747435068090757,0.573618583381176
21,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CreateForLoopNodesTest.java,com.google.common.css.compiler.passes.CreateForLoopNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CreateForLoopNodes.java,com.google.common.css.compiler.passes.CreateForLoopNodes,0.6223175965665236,466.0,0.918032786885246,True,False,False,False,True,False,False,False,168,966.0230590081096,33,17,26,26,21,6,14,7,7,9,0.2,0,0.17687074829931973,0,0,0.0,7,21,0,18,12,100,455.83731020894163,42,8,34,34,0,0,28,28,0,0,-0.3333333333333333,0,0.0,0,0,0.0,8,0,0,0,22,False,False,False,False,False,True,False,True,0.6735653105591025,0.5903724115341902
22,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/HasConditionalNodesTest.java,com.google.common.css.compiler.passes.HasConditionalNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/HasConditionalNodes.java,com.google.common.css.compiler.passes.HasConditionalNodes,0.2708333333333333,48.0,0.9285714285714286,True,True,False,False,False,False,False,False,67,198.87383097122364,8,6,3,3,3,2,5,0,5,5,0.16666666666666666,1,0.4666666666666667,0,0,0.0,5,3,0,3,8,63,165.06460603044,9,11,7,7,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,0,2,False,False,False,False,False,False,False,False,0.815054714679718,0.6608184576034546
23,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/MergeAdjacentRulesetNodesWithSameSelectorTest.java,com.google.common.css.compiler.passes.MergeAdjacentRulesetNodesWithSameSelectorTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/MergeAdjacentRulesetNodesWithSameSelector.java,com.google.common.css.compiler.passes.MergeAdjacentRulesetNodesWithSameSelector,0.5083612040133779,299.0,0.7818181818181819,True,False,False,False,True,False,False,False,147,895.3366237361629,31,11,24,24,2,2,14,7,7,9,0.2,4,0.42857142857142855,0,0,0.0,7,2,0,2,22,157,698.7655074579621,37,21,32,32,0,0,10,10,0,1,-0.5,0,0.0,0,0,0.0,5,0,0,0,7,False,False,False,False,False,True,False,True,0.7632436241422381,0.62296462059021
24,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CheckDependencyNodesTest.java,com.google.common.css.compiler.passes.CheckDependencyNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CheckDependencyNodes.java,com.google.common.css.compiler.passes.CheckDependencyNodes,0.5594713656387665,227.0,0.828125,False,False,False,False,False,False,False,False,168,983.8453274966816,41,19,32,32,6,5,23,10,13,19,0.3928571428571429,1,0.2777777777777778,0,0,0.0,9,6,0,6,22,80,301.8743533130683,21,7,16,16,1,1,7,4,3,3,-0.16666666666666666,2,0.6,0,0,0.0,5,1,0,1,12,False,False,False,False,False,True,False,False,0.6244787507587009,0.7294102549552918
25,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ValidatePropertyValuesTest.java,com.google.common.css.compiler.passes.ValidatePropertyValuesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ValidatePropertyValues.java,com.google.common.css.compiler.passes.ValidatePropertyValues,0.8098591549295775,142.0,0.9375,False,False,False,False,False,False,False,False,116,843.6853215622963,20,12,14,14,7,4,13,11,2,6,0.1,0,0.19047619047619047,0,0,0.0,6,7,0,6,15,56,197.42017536328152,7,4,4,4,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,5,False,False,False,False,False,True,False,False,0.6455184121926626,0.7936420639355978
26,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ResolveCustomFunctionNodesForChunksTest.java,com.google.common.css.compiler.passes.ResolveCustomFunctionNodesForChunksTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ResolveCustomFunctionNodesForChunks.java,com.google.common.css.compiler.passes.ResolveCustomFunctionNodesForChunks,0.8474576271186439,59.0,1.0,True,False,False,False,True,False,False,False,136,1160.647025116261,19,18,14,14,3,3,8,6,2,4,0.0,2,0.3333333333333333,0,0,0.0,5,3,1,2,13,157,838.7146295821667,42,9,30,30,3,3,64,62,2,11,0.0,5,0.16666666666666666,0,0,0.0,12,3,0,3,18,False,False,False,False,False,True,False,False,0.5436022996902465,0.8385847508907318
27,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CreateStandardAtRuleNodesTest.java,com.google.common.css.compiler.passes.CreateStandardAtRuleNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CreateStandardAtRuleNodes.java,com.google.common.css.compiler.passes.CreateStandardAtRuleNodes,0.7883096366508688,1266.0,0.9078947368421052,True,False,False,False,False,False,False,True,519,3304.9268804779053,133,30,115,115,18,8,117,81,36,46,0.21323529411764705,0,0.11728395061728394,0,0,0.0,18,18,0,8,61,441,2066.934554716568,264,16,218,218,0,0,1035,1035,0,1,-0.04444444444444445,0,0.0,0,0,0.0,46,0,0,0,93,False,False,False,True,False,True,False,True,0.5721112535231643,0.6699952743947506
28,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ProcessComponentsTest.java,com.google.common.css.compiler.passes.ProcessComponentsTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ProcessComponents.java,com.google.common.css.compiler.passes.ProcessComponents,0.6528925619834711,242.0,0.9189189189189192,True,False,False,False,False,False,False,False,480,3312.14187965832,60,36,50,50,8,7,28,11,17,23,0.3888888888888889,1,0.2375,0,0,0.0,10,8,0,8,32,609,3620.2806511927824,117,20,90,90,41,4,326,301,25,38,0.036923076923076927,0,0.06504065040650407,0,0,0.0,27,41,0,41,54,False,False,False,False,False,True,False,True,0.6967066560060747,0.7262730758105006
29,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ProcessKeyframesTest.java,com.google.common.css.compiler.passes.ProcessKeyframesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ProcessKeyframes.java,com.google.common.css.compiler.passes.ProcessKeyframes,0.7664835164835165,364.0,0.9,True,False,False,False,False,False,False,False,153,1231.208466766064,29,8,23,23,7,4,8,1,7,8,0.3,0,0.3333333333333333,0,0,0.0,6,7,0,4,20,257,988.5645970248394,59,6,42,42,14,2,31,0,105,106,0.75,1,0.2226890756302521,0,0,0.0,17,14,0,14,50,False,False,False,False,False,False,False,False,0.6764199435710907,0.6523325846475714
30,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/RemoveVendorSpecificPropertiesTest.java,com.google.common.css.compiler.passes.RemoveVendorSpecificPropertiesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/RemoveVendorSpecificProperties.java,com.google.common.css.compiler.passes.RemoveVendorSpecificProperties,0.5135135135135135,37.0,1.0,False,False,False,False,False,False,False,True,101,1033.2782891483712,10,9,7,7,2,2,0,0,3,3,1.0,1,0.8333333333333334,0,0,0.0,3,2,0,2,9,120,370.29735425211726,16,7,10,10,1,1,0,0,15,15,1.0,0,1.0,0,0,0.0,6,1,0,1,16,False,False,False,False,False,False,False,False,0.8353914817174276,0.8556397954622904
31,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CreateConstantReferencesTest.java,com.google.common.css.compiler.passes.CreateConstantReferencesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CreateConstantReferences.java,com.google.common.css.compiler.passes.CreateConstantReferences,0.3376623376623377,77.0,0.7,True,False,False,False,False,False,False,True,103,512.113521345848,21,10,13,13,3,2,20,12,8,10,0.14285714285714285,2,0.375,0,0,0.0,8,3,0,3,15,68,233.34652280509,20,9,17,17,0,0,3,3,0,0,-2.0,0,0.0,0,0,0.0,3,0,0,0,5,False,False,False,False,False,False,False,False,0.7133780643343925,0.5195422023534775
32,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CreateVendorPrefixedKeyframesTest.java,com.google.common.css.compiler.passes.CreateVendorPrefixedKeyframesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CreateVendorPrefixedKeyframes.java,com.google.common.css.compiler.passes.CreateVendorPrefixedKeyframes,0.9,60.0,1.0,False,False,False,False,False,False,False,False,73,385.1405885328908,11,8,8,8,3,3,0,0,3,3,1.0,1,0.5555555555555556,0,0,0.0,3,3,0,2,5,71,258.5245541102305,12,5,9,9,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,5,False,False,False,False,False,False,False,False,0.7372505863507589,0.7350004116694132
33,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/MergeAdjacentRulesetNodesWithSameDeclarationsTest.java,com.google.common.css.compiler.passes.MergeAdjacentRulesetNodesWithSameDeclarationsTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/MergeAdjacentRulesetNodesWithSameDeclarations.java,com.google.common.css.compiler.passes.MergeAdjacentRulesetNodesWithSameDeclarations,0.6715328467153284,137.0,0.9743589743589745,True,False,False,False,True,False,False,False,129,977.8347743204288,27,11,21,21,2,2,8,1,7,8,0.3,3,0.5,0,0,0.0,6,2,0,2,17,195,901.6095123205072,48,20,42,42,0,0,15,15,0,2,-0.3,0,0.0,0,0,0.0,6,0,0,0,9,False,False,False,False,False,True,False,True,0.7526119351387024,0.6480924238761266
34,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CreateConditionalNodesTest.java,com.google.common.css.compiler.passes.CreateConditionalNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CreateConditionalNodes.java,com.google.common.css.compiler.passes.CreateConditionalNodes,0.7866666666666666,300.0,0.9759036144578314,True,False,False,False,True,False,False,False,183,1094.0304159522486,53,19,45,45,7,5,14,0,14,15,0.3809523809523809,1,0.35714285714285715,0,0,0.0,8,7,0,7,18,148,738.3423737456743,62,10,50,50,0,0,66,66,0,0,-0.2,0,0.0,0,0,0.0,12,0,0,0,43,False,False,False,False,False,True,False,True,0.5295579647645354,0.6570064282665649
35,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ReplaceConstantReferencesTest.java,com.google.common.css.compiler.passes.ReplaceConstantReferencesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ReplaceConstantReferences.java,com.google.common.css.compiler.passes.ReplaceConstantReferences,0.3490909090909091,275.0,0.8166666666666667,True,False,False,False,True,False,False,False,182,1007.6832949419853,35,18,27,27,5,4,14,0,14,16,0.42857142857142855,1,0.4,0,0,0.0,8,5,0,5,20,207,720.4541454626576,61,33,55,55,7,7,5,0,10,10,0.5,0,0.42857142857142855,0,0,0.0,6,7,0,0,9,False,False,False,False,False,True,False,True,0.6689975969493389,0.6660475333531698
36,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/EliminateUselessRulesetNodesTest.java,com.google.common.css.compiler.passes.EliminateUselessRulesetNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/EliminateUselessRulesetNodes.java,com.google.common.css.compiler.passes.EliminateUselessRulesetNodes,0.15625,32.0,0.9090909090909092,False,False,False,False,False,False,False,False,57,251.31385890850623,10,5,7,7,2,2,0,0,3,3,1.0,0,1.0,0,0,0.0,3,2,0,2,5,73,295.25478395746086,15,12,12,12,2,2,0,0,3,3,1.0,1,0.8333333333333334,0,0,0.0,3,2,0,0,4,False,False,False,False,False,False,False,False,0.7320881485939026,0.5344241857528687
37,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/StrictCss3Test.java,com.google.common.css.compiler.passes.StrictCss3Test,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/StrictCss3.java,com.google.common.css.compiler.passes.StrictCss3,0.5683060109289617,183.0,0.8888888888888888,False,False,False,False,False,False,False,False,210,1217.2797739896612,28,12,21,21,10,4,20,19,1,3,-0.2,0,0.15714285714285714,0,0,0.0,7,10,0,5,20,223,985.9520822751674,76,5,51,51,1,1,222,144,78,78,0.1956521739130435,12,0.52,0,0,0.0,25,1,0,1,51,False,False,False,False,False,True,False,False,0.7745060665266854,0.7536318802833557
38,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CodeBufferTest.java,com.google.common.css.compiler.passes.CodeBufferTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CodeBuffer.java,com.google.common.css.compiler.passes.CodeBuffer,0.7695417789757413,742.0,0.9210526315789472,True,True,False,False,False,False,False,False,280,2260.748427818011,60,2,39,39,4,2,124,38,86,99,0.41578947368421054,5,0.32142857142857145,0,0,0.0,21,4,0,4,54,241,623.7789762345448,128,4,113,113,0,0,105,105,0,0,-0.15384615384615385,0,0.0,0,0,0.0,15,0,0,0,16,False,False,False,False,False,False,False,False,0.8933419329779488,0.4553922861814499
39,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/TemplateCompactPrinterTest.java,com.google.common.css.compiler.passes.TemplateCompactPrinterTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/TemplateCompactPrinter.java,com.google.common.css.compiler.passes.TemplateCompactPrinter,1.0,5.0,1.0,False,False,False,False,False,False,True,False,75,667.9622446601803,2,3,0,0,9,2,0,0,1,1,0.0,0,0.1111111111111111,0,0,0.0,2,9,8,0,4,502,2342.1591943460558,103,14,86,86,4,1,70,4,66,89,0.6083333333333333,3,0.5,0,0,0.0,17,4,0,4,22,False,False,False,False,False,False,False,False,0.6613487799962362,0.5758455035587152
40,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/FixupFontDeclarationsTest.java,com.google.common.css.compiler.passes.FixupFontDeclarationsTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/FixupFontDeclarations.java,com.google.common.css.compiler.passes.FixupFontDeclarations,0.7574152542372882,944.0,0.9372549019607844,True,False,False,False,False,False,False,True,726,4816.984323628168,222,40,187,187,31,15,557,519,38,112,0.1390374331550802,1,0.05161290322580645,0,0,0.0,35,31,2,19,113,388,1743.5431315672613,149,21,101,101,1,1,1125,1122,3,88,0.037927844588344126,45,0.0625,0,0,0.0,48,1,0,1,122,False,False,False,True,False,True,False,True,0.5800426199126083,0.8013242113714417
41,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/HandleUnknownAtRuleNodesTest.java,com.google.common.css.compiler.passes.HandleUnknownAtRuleNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/HandleUnknownAtRuleNodes.java,com.google.common.css.compiler.passes.HandleUnknownAtRuleNodes,0.5777777777777777,135.0,0.9090909090909092,True,False,False,False,True,False,False,False,86,464.7851119964862,14,4,10,10,6,5,0,0,6,6,1.0,0,0.75,0,0,0.0,4,6,0,5,8,130,609.3688124485658,37,6,29,29,8,2,0,0,28,28,1.0,0,0.65625,0,0,0.0,8,8,0,8,15,False,False,False,False,False,False,False,False,0.6383906081318855,0.6024635396897793
42,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/CompactPrinterTest.java,com.google.common.css.compiler.passes.CompactPrinterTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/CompactPrinter.java,com.google.common.css.compiler.passes.CompactPrinter,0.375,24.0,0.44,False,False,False,True,False,False,False,False,86,403.0585655033069,22,5,10,10,1,1,65,64,1,4,-0.12727272727272726,10,0.16666666666666666,0,0,0.0,12,1,0,1,16,482,2366.518227894445,106,3,66,66,0,0,780,780,0,0,-0.05263157894736842,0,0.0,0,0,0.0,40,0,0,0,54,False,False,False,False,False,False,False,False,0.7550948361555735,0.8821931198239327
43,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/MarkNonFlippableNodesTest.java,com.google.common.css.compiler.passes.MarkNonFlippableNodesTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/MarkNonFlippableNodes.java,com.google.common.css.compiler.passes.MarkNonFlippableNodes,0.6857142857142857,420.0,0.9696969696969696,True,False,False,False,False,False,False,True,203,1150.0267683111242,57,18,44,44,5,4,76,74,2,11,-0.015151515151515154,3,0.09230769230769233,0,0,0.0,13,5,0,4,39,254,966.0749558437483,80,12,73,73,0,0,21,21,0,5,-0.06666666666666668,0,0.0,0,0,0.0,7,0,0,0,15,False,False,False,False,False,True,False,False,0.6742004614609939,0.5374530117426599
44,closure-stylesheets,,4c7ada0a6ef1733436c7d93de6e9bb8734409678,/home/dorma10/mutation-analysis/projects/closure-stylesheets/tests/com/google/common/css/compiler/passes/ReplaceMixinsTest.java,com.google.common.css.compiler.passes.ReplaceMixinsTest,/home/dorma10/mutation-analysis/projects/closure-stylesheets/src/com/google/common/css/compiler/passes/ReplaceMixins.java,com.google.common.css.compiler.passes.ReplaceMixins,0.7634660421545667,427.0,0.9553571428571428,False,False,False,False,False,False,False,True,357,2173.6254769371703,84,22,71,71,8,5,43,8,35,38,0.3939393939393939,1,0.2307692307692308,0,0,0.0,13,8,0,4,38,504,2267.3131228955185,84,5,55,55,0,0,406,406,0,0,-0.07407407407407407,0,0.0,0,0,0.0,29,0,0,0,44,False,False,False,False,False,True,False,True,0.6581856393151813,0.8615005776799959
